,datetime,symbol_CAPITALCOM:DE40,open_CAPITALCOM:DE40,high_CAPITALCOM:DE40,low_CAPITALCOM:DE40,close_CAPITALCOM:DE40,volume_CAPITALCOM:DE40,symbol_CAPITALCOM:UK100,open_CAPITALCOM:UK100,high_CAPITALCOM:UK100,low_CAPITALCOM:UK100,close_CAPITALCOM:UK100,volume_CAPITALCOM:UK100,symbol_CAPITALCOM:SP35,open_CAPITALCOM:SP35,high_CAPITALCOM:SP35,low_CAPITALCOM:SP35,close_CAPITALCOM:SP35,volume_CAPITALCOM:SP35,symbol_CAPITALCOM:US500,open_CAPITALCOM:US500,high_CAPITALCOM:US500,low_CAPITALCOM:US500,close_CAPITALCOM:US500,volume_CAPITALCOM:US500,symbol_OANDA:FR40EUR,open_OANDA:FR40EUR,high_OANDA:FR40EUR,low_OANDA:FR40EUR,close_OANDA:FR40EUR,volume_OANDA:FR40EUR,rolling_sentiment
10,2024-06-11 18:00:00,CAPITALCOM:DE40,18346.0,18377.0,18343.0,0.9921712604270712,1075.0,CAPITALCOM:UK100,8138.6,8142.1,8132.6,0.9865236623644186,1014.0,CAPITALCOM:SP35,11186.0,11195.5,11175.0,0.9842249657064472,404.0,CAPITALCOM:US500,5344.7,5349.2,5342.0,0.997407345233432,1491.0,OANDA:FR40EUR,7778.3,7786.0,7772.0,0.9836645484062512,1466.0,-9.0
11,2024-06-11 19:00:00,CAPITALCOM:DE40,18376.0,18398.0,18366.5,0.9931431039602624,852.0,CAPITALCOM:UK100,8140.6,8147.3,8137.1,0.987226564866994,1021.0,CAPITALCOM:SP35,11194.0,11208.0,11188.5,0.9854560163202138,464.0,CAPITALCOM:US500,5347.6,5358.6,5343.6,0.999459086415608,1629.0,OANDA:FR40EUR,7786.0,7794.0,7781.6,0.9845868128813816,904.0,-20.0
12,2024-06-12 08:00:00,CAPITALCOM:DE40,18440.9,18470.9,18434.4,0.9958102745457982,854.0,CAPITALCOM:UK100,8174.3,8192.1,8174.3,0.992401381566988,933.0,CAPITALCOM:SP35,11237.1,11241.1,11204.6,0.98559670781893,329.0,CAPITALCOM:US500,5381.6,5383.9,5378.2,1.003189524928655,482.0,OANDA:FR40EUR,7793.6,7827.6,7793.6,0.9860144277538438,797.0,-28.0
13,2024-06-12 09:00:00,CAPITALCOM:DE40,18443.4,18496.4,18433.4,0.9977323650892206,2485.0,CAPITALCOM:UK100,8189.6,8208.6,8180.3,0.994158637823426,2803.0,CAPITALCOM:SP35,11208.1,11243.2,11169.6,0.9879796700784356,1990.0,CAPITALCOM:US500,5378.7,5379.7,5377.2,1.0032827858914817,794.0,OANDA:FR40EUR,7804.6,7824.2,7800.5,0.9879600267835712,4835.0,-28.0
14,2024-06-12 10:00:00,CAPITALCOM:DE40,18479.0,18489.0,18442.5,0.9959236562913372,1767.0,CAPITALCOM:UK100,8203.1,8216.1,8197.6,0.9951039204993032,2083.0,CAPITALCOM:SP35,11235.2,11244.2,11200.7,0.9850339418240652,1363.0,CAPITALCOM:US500,5378.7,5381.9,5377.7,1.0036185253576555,605.0,OANDA:FR40EUR,7820.0,7824.8,7802.5,0.9862165679127765,3345.0,-28.0
15,2024-06-12 11:00:00,CAPITALCOM:DE40,18442.5,18468.9,18420.5,0.9962422050049944,1448.0,CAPITALCOM:UK100,8210.3,8213.8,8196.8,0.993467854329516,1582.0,CAPITALCOM:SP35,11200.7,11200.7,11163.7,0.9829675354366714,1042.0,CAPITALCOM:US500,5380.4,5383.7,5379.7,1.0038423516684385,447.0,OANDA:FR40EUR,7806.2,7813.2,7798.0,0.9863176379922428,2561.0,-28.0
16,2024-06-12 12:00:00,CAPITALCOM:DE40,18450.9,18480.4,18444.9,0.9967821180789892,1252.0,CAPITALCOM:UK100,8197.3,8207.1,8195.1,0.9936496394594924,1238.0,CAPITALCOM:SP35,11178.2,11206.2,11176.7,0.9849899757307166,746.0,CAPITALCOM:US500,5381.7,5384.2,5380.4,1.004028873594091,412.0,OANDA:FR40EUR,7807.0,7821.8,7805.2,0.986924058469041,2024.0,-58.0
17,2024-06-12 13:00:00,CAPITALCOM:DE40,18462.4,18504.9,18460.4,0.9984288529546744,1346.0,CAPITALCOM:UK100,8199.3,8213.1,8193.1,0.994825183300006,1413.0,CAPITALCOM:SP35,11202.2,11230.5,11200.7,0.9867310330273292,994.0,CAPITALCOM:US500,5383.2,5384.4,5381.1,1.0039915692089605,423.0,OANDA:FR40EUR,7811.8,7831.0,7811.0,0.9890970651775676,1977.0,-61.0
18,2024-06-12 14:00:00,CAPITALCOM:DE40,18491.9,18614.9,18475.9,1.0032610749669304,4168.0,CAPITALCOM:UK100,8208.6,8244.8,8200.1,0.9970429618857178,4367.0,CAPITALCOM:SP35,11220.5,11274.5,11192.5,0.9890172698814674,3146.0,CAPITALCOM:US500,5382.9,5423.9,5377.8,1.0115830115830116,2667.0,OANDA:FR40EUR,7829.0,7878.8,7822.5,0.9916238171642262,6477.0,-98.0
19,2024-06-12 15:00:00,CAPITALCOM:DE40,18581.4,18647.9,18570.9,1.005960640336906,2664.0,CAPITALCOM:UK100,8227.3,8234.3,8219.3,0.9971277949463732,4361.0,CAPITALCOM:SP35,11245.5,11263.5,11234.5,0.9885336428546304,2530.0,CAPITALCOM:US500,5423.2,5435.7,5418.2,1.0133736220692742,2267.0,OANDA:FR40EUR,7849.0,7872.5,7842.5,0.9933925435548874,5929.0,-102.0
20,2024-06-12 16:00:00,CAPITALCOM:DE40,18632.4,18650.8,18610.8,1.0054153281321707,2031.0,CAPITALCOM:UK100,8228.3,8228.3,8208.0,0.9953947767072654,3177.0,CAPITALCOM:SP35,11242.5,11271.6,11231.5,0.9894217579402764,1910.0,CAPITALCOM:US500,5433.5,5446.4,5431.7,1.0142875795049706,2032.0,OANDA:FR40EUR,7863.0,7871.2,7854.8,0.9930387982767552,4381.0,-121.0
21,2024-06-12 17:00:00,CAPITALCOM:DE40,18622.3,18646.8,18610.8,1.0057770698917474,1861.0,CAPITALCOM:UK100,8213.0,8227.5,8207.5,0.9952129915772888,2392.0,CAPITALCOM:SP35,11251.6,11262.1,11231.8,0.9883841581372446,1290.0,CAPITALCOM:US500,5437.4,5440.9,5432.2,1.0141010575793183,2000.0,OANDA:FR40EUR,7860.2,7869.3,7852.6,0.9932156709158212,2729.0,-122.0
22,2024-06-12 18:00:00,CAPITALCOM:DE40,18628.0,18640.5,18623.5,1.0061820046972438,903.0,CAPITALCOM:UK100,8211.5,8222.7,8208.2,0.9960249651578502,898.0,CAPITALCOM:SP35,11239.8,11254.3,11237.3,0.9895272765643136,296.0,CAPITALCOM:US500,5436.7,5438.2,5431.2,1.0136720571503182,1473.0,OANDA:FR40EUR,7861.6,7864.3,7858.0,0.9930135307568886,1021.0,-137.0
23,2024-06-12 19:00:00,CAPITALCOM:DE40,18636.5,18650.5,18625.0,1.006155009043544,1225.0,CAPITALCOM:UK100,8219.0,8226.0,8211.2,0.99533418166394,1041.0,CAPITALCOM:SP35,11252.8,11261.3,11247.8,0.9894833104709648,286.0,CAPITALCOM:US500,5434.8,5439.8,5428.1,1.013131143565926,1234.0,OANDA:FR40EUR,7860.0,7865.3,7852.0,0.9925839829191566,776.0,-182.0
24,2024-06-13 08:00:00,CAPITALCOM:DE40,18585.5,18623.5,18568.0,1.0048052263585563,1057.0,CAPITALCOM:UK100,8187.3,8192.6,8179.3,0.9925225716536388,884.0,CAPITALCOM:SP35,11216.5,11229.5,11202.5,0.9855439485069116,285.0,CAPITALCOM:US500,5430.0,5434.9,5428.6,1.0135787961874918,562.0,OANDA:FR40EUR,7854.6,7861.3,7834.8,0.9920786325218248,771.0,-193.0
25,2024-06-13 09:00:00,CAPITALCOM:DE40,18610.8,18610.8,18528.8,1.0005021191588157,3155.0,CAPITALCOM:UK100,8190.3,8209.1,8189.3,0.9931285220868932,2869.0,CAPITALCOM:SP35,11207.5,11242.1,11185.5,0.9866518940593016,2065.0,CAPITALCOM:US500,5433.9,5436.9,5430.1,1.013112491373361,1091.0,OANDA:FR40EUR,7852.6,7854.8,7824.5,0.9889707275782346,4060.0,-203.0
26,2024-06-13 10:00:00,CAPITALCOM:DE40,18531.3,18531.3,18474.0,0.9985152390465136,2630.0,CAPITALCOM:UK100,8194.6,8195.3,8174.1,0.991492455917106,2273.0,CAPITALCOM:SP35,11218.6,11218.6,11153.6,0.98190355597763,1664.0,CAPITALCOM:US500,5431.4,5433.6,5426.9,1.01264618655923,892.0,OANDA:FR40EUR,7828.0,7828.2,7791.2,0.9853069371975792,3314.0,-203.0
27,2024-06-13 11:00:00,CAPITALCOM:DE40,18494.5,18513.5,18422.0,0.9954377345247416,2480.0,CAPITALCOM:UK100,8181.6,8189.8,8172.8,0.9912864327697994,1824.0,CAPITALCOM:SP35,11167.1,11177.6,11126.1,0.9801449122436776,1467.0,CAPITALCOM:US500,5429.2,5431.9,5421.4,1.011396489657359,848.0,OANDA:FR40EUR,7799.0,7808.0,7772.2,0.9824011724129218,3044.0,-209.0
28,2024-06-13 12:00:00,CAPITALCOM:DE40,18438.5,18446.0,18385.5,0.9946008692600492,2034.0,CAPITALCOM:UK100,8180.1,8181.3,8166.3,0.9902199600072714,1667.0,CAPITALCOM:SP35,11147.6,11150.6,11120.6,0.9794414547500968,1222.0,CAPITALCOM:US500,5422.6,5426.1,5419.1,1.0119933598194468,804.0,OANDA:FR40EUR,7776.0,7778.8,7747.5,0.9796849140272637,2815.0,-234.0
29,2024-06-13 13:00:00,CAPITALCOM:DE40,18420.0,18454.0,18417.0,0.9950112031962852,1778.0,CAPITALCOM:UK100,8170.6,8187.3,8170.6,0.9918802641943888,1333.0,CAPITALCOM:SP35,11138.1,11168.1,11136.6,0.98190355597763,1346.0,CAPITALCOM:US500,5426.0,5428.9,5424.9,1.0120493163971425,752.0,OANDA:FR40EUR,7754.5,7772.0,7753.5,0.9808851212209264,2032.0,-245.0
30,2024-06-13 14:00:00,CAPITALCOM:DE40,18428.6,18479.1,18424.6,0.995146181464784,2843.0,CAPITALCOM:UK100,8184.3,8206.8,8181.5,0.9919772162637096,3023.0,CAPITALCOM:SP35,11167.1,11195.6,11158.1,0.9812000984840492,2558.0,CAPITALCOM:US500,5426.1,5445.6,5426.1,1.0137653181131443,2377.0,OANDA:FR40EUR,7764.0,7783.0,7763.8,0.981163063939459,4187.0,-256.0
31,2024-06-13 15:00:00,CAPITALCOM:DE40,18431.1,18442.1,18344.1,0.9906918986043246,2855.0,CAPITALCOM:UK100,8186.0,8191.8,8155.5,0.9887656789674604,3782.0,CAPITALCOM:SP35,11159.1,11167.6,11087.6,0.9757483029087968,3147.0,CAPITALCOM:US500,5434.9,5438.6,5423.4,1.0120493163971425,2763.0,OANDA:FR40EUR,7766.2,7773.0,7712.5,0.974884085252612,4754.0,-270.0
32,2024-06-13 16:00:00,CAPITALCOM:DE40,18348.6,18368.6,18281.0,0.987689981912912,3798.0,CAPITALCOM:UK100,8158.5,8164.8,8145.5,0.988183966551536,3549.0,CAPITALCOM:SP35,11097.1,11107.1,11051.4,0.972081530723506,3449.0,CAPITALCOM:US500,5426.2,5428.9,5410.7,1.0094939660157052,3559.0,OANDA:FR40EUR,7716.5,7727.5,7703.5,0.974921986532412,5629.0,-278.0
33,2024-06-13 17:00:00,CAPITALCOM:DE40,18293.0,18293.5,18250.5,0.9855573252706314,2983.0,CAPITALCOM:UK100,8153.7,8165.5,8146.5,0.9886081318548144,2469.0,CAPITALCOM:SP35,11053.9,11083.3,11046.4,0.9732158559319052,1969.0,CAPITALCOM:US500,5411.9,5422.9,5408.9,1.0106504019547498,2279.0,OANDA:FR40EUR,7716.8,7717.2,7691.2,0.9732164289414172,3366.0,-278.0
34,2024-06-13 18:00:00,CAPITALCOM:DE40,18254.5,18269.5,18228.5,0.9856923035391302,2285.0,CAPITALCOM:UK100,8157.0,8171.5,8154.0,0.989759437677998,2189.0,CAPITALCOM:SP35,11066.3,11077.3,11053.3,0.9739193134254862,883.0,CAPITALCOM:US500,5417.9,5418.2,5402.4,1.0096991401339228,2771.0,OANDA:FR40EUR,7703.3,7711.6,7692.6,0.9734691041400833,2183.0,-292.0
35,2024-06-13 19:00:00,CAPITALCOM:DE40,18255.5,18278.0,18255.0,0.9865021731501228,2166.0,CAPITALCOM:UK100,8166.7,8171.0,8160.5,0.9892989153487244,1234.0,CAPITALCOM:SP35,11075.3,11091.3,11073.8,0.9750184657592064,531.0,CAPITALCOM:US500,5413.1,5425.6,5411.8,1.0114337940424898,1810.0,OANDA:FR40EUR,7705.3,7715.0,7704.6,0.974062890856948,1304.0,-300.0
36,2024-06-14 08:00:00,CAPITALCOM:DE40,18329.5,18346.5,18267.5,0.9864211861890236,1191.0,CAPITALCOM:UK100,8192.4,8209.7,8165.4,0.9905956492758892,1092.0,CAPITALCOM:SP35,11102.6,11115.1,11038.6,0.9726267102810312,442.0,CAPITALCOM:US500,5436.5,5437.3,5429.3,1.0129073172551433,620.0,OANDA:FR40EUR,7721.6,7728.6,7680.6,0.9703485654365596,1411.0,-335.0
37,2024-06-14 09:00:00,CAPITALCOM:DE40,18269.0,18308.0,18202.0,0.982749777285857,3862.0,CAPITALCOM:UK100,8174.4,8179.9,8152.9,0.9885475368114888,3716.0,CAPITALCOM:SP35,11061.6,11071.1,11010.6,0.9689599380957404,3778.0,CAPITALCOM:US500,5431.0,5432.0,5423.5,1.0123104470930555,1783.0,OANDA:FR40EUR,7680.6,7688.5,7611.2,0.9619092138011194,7659.0,-355.0
38,2024-06-14 10:00:00,CAPITALCOM:DE40,18200.5,18216.5,18134.5,0.9798072510325836,3141.0,CAPITALCOM:UK100,8156.5,8160.5,8138.8,0.9874568260316308,3082.0,CAPITALCOM:SP35,11018.9,11033.9,10985.9,0.9673771587351834,3432.0,CAPITALCOM:US500,5427.5,5429.8,5421.0,1.0111540111540112,1591.0,OANDA:FR40EUR,7613.8,7622.8,7585.8,0.958750773817796,5572.0,-360.0
39,2024-06-14 11:00:00,CAPITALCOM:DE40,18148.0,18173.0,18061.0,0.975163998596226,2596.0,CAPITALCOM:UK100,8147.8,8160.3,8129.3,0.985251166454584,2858.0,CAPITALCOM:SP35,11001.9,11019.9,10945.9,0.9624969223734656,2687.0,CAPITALCOM:US500,5421.3,5423.0,5407.8,1.0087105739279651,1595.0,OANDA:FR40EUR,7588.8,7600.5,7531.8,0.9515495306558184,4495.0,-370.0
40,2024-06-14 12:00:00,CAPITALCOM:DE40,18061.0,18062.5,17985.0,0.9727073941095484,2994.0,CAPITALCOM:UK100,8129.3,8129.3,8111.3,0.9844634308913532,3114.0,CAPITALCOM:SP35,10945.4,10945.4,10874.9,0.958496007878724,2662.0,CAPITALCOM:US500,5407.8,5408.5,5396.5,1.0074049204483986,2524.0,OANDA:FR40EUR,7531.8,7535.8,7496.0,0.949806071785024,4829.0,-375.0
41,2024-06-14 13:00:00,CAPITALCOM:DE40,18017.0,18113.0,17979.5,0.9731987150068838,2787.0,CAPITALCOM:UK100,8123.5,8158.5,8116.8,0.9872386838756588,3031.0,CAPITALCOM:SP35,10900.9,10975.9,10869.9,0.9623738173120888,3024.0,CAPITALCOM:US500,5401.3,5411.8,5392.3,1.008151008151008,2454.0,OANDA:FR40EUR,7518.0,7562.2,7501.8,0.9511957853776862,5019.0,-381.0
42,2024-06-14 14:00:00,CAPITALCOM:DE40,18024.6,18065.6,18006.6,0.9739006020030774,2341.0,CAPITALCOM:UK100,8146.4,8167.2,8143.7,0.9887535599587952,3090.0,CAPITALCOM:SP35,10943.5,10975.5,10933.5,0.9636928001125532,2246.0,CAPITALCOM:US500,5405.3,5412.8,5403.4,1.0089530524313133,2131.0,OANDA:FR40EUR,7529.0,7550.0,7516.5,0.9509178426591538,4068.0,-391.0
43,2024-06-14 15:00:00,CAPITALCOM:DE40,18039.6,18076.6,18008.6,0.9733606889290825,2441.0,CAPITALCOM:UK100,8158.4,8174.7,8147.7,0.9882324425861964,3848.0,CAPITALCOM:SP35,10960.0,11002.0,10935.5,0.9626376138721818,2826.0,CAPITALCOM:US500,5409.0,5420.6,5407.0,1.010836923880402,2855.0,OANDA:FR40EUR,7526.8,7539.0,7493.2,0.948479526992028,6078.0,-397.0
44,2024-06-14 16:00:00,CAPITALCOM:DE40,18016.6,18020.1,17949.1,0.9712928218556812,3224.0,CAPITALCOM:UK100,8151.9,8152.4,8123.3,0.9873477549536448,4284.0,CAPITALCOM:SP35,10944.5,10945.7,10897.7,0.9623914037494286,3526.0,CAPITALCOM:US500,5412.4,5418.6,5404.3,1.0105384887993585,3865.0,OANDA:FR40EUR,7507.5,7507.5,7463.0,0.9461170138845022,6602.0,-408.0
45,2024-06-14 17:00:00,CAPITALCOM:DE40,17988.3,18029.0,17967.3,0.9726264071484492,2198.0,CAPITALCOM:UK100,8146.6,8157.6,8140.1,0.988038538447555,2810.0,CAPITALCOM:SP35,10943.7,11002.1,10935.2,0.9665154233055469,2299.0,CAPITALCOM:US500,5418.1,5423.8,5408.6,1.010911532650663,2504.0,OANDA:FR40EUR,7488.8,7505.0,7473.5,0.9476077975566308,4066.0,-411.0
46,2024-06-14 18:00:00,CAPITALCOM:DE40,18013.5,18017.0,17983.5,0.9722214723429528,1396.0,CAPITALCOM:UK100,8153.1,8161.1,8148.6,0.9890444161667576,1418.0,CAPITALCOM:SP35,10991.1,10999.6,10980.1,0.9667352537722907,640.0,CAPITALCOM:US500,5419.6,5424.8,5415.3,1.01147109842762,1966.0,OANDA:FR40EUR,7500.6,7505.0,7488.6,0.947443558677498,1748.0,-416.0
47,2024-06-14 19:00:00,CAPITALCOM:DE40,18007.5,18020.5,17988.0,0.9714655940393596,1077.0,CAPITALCOM:UK100,8161.6,8166.6,8151.6,0.9880143004302248,1219.0,CAPITALCOM:SP35,10995.1,11002.6,10983.6,0.9660757623720588,550.0,CAPITALCOM:US500,5423.1,5429.1,5420.3,1.0114337940424898,1935.0,OANDA:FR40EUR,7499.3,7504.8,7484.8,0.9458643386858364,1486.0,-422.0
48,2024-06-17 08:00:00,CAPITALCOM:DE40,18078.7,18108.7,18034.7,0.9765785708500933,1733.0,CAPITALCOM:UK100,8186.5,8201.3,8181.0,0.992425619584318,1118.0,CAPITALCOM:SP35,11036.4,11072.4,11019.9,0.9705866835496464,474.0,CAPITALCOM:US500,5432.2,5434.6,5426.6,1.0134482308395352,1929.0,OANDA:FR40EUR,7486.0,7576.3,7486.0,0.951739037054818,2057.0,-520.0
49,2024-06-17 09:00:00,CAPITALCOM:DE40,18092.2,18147.2,18057.7,0.9757687012391004,3527.0,CAPITALCOM:UK100,8189.5,8189.5,8152.2,0.9886566078894746,4202.0,CAPITALCOM:SP35,11040.4,11086.9,11015.7,0.9693380464985404,2311.0,CAPITALCOM:US500,5433.5,5438.6,5432.1,1.0135787961874918,2206.0,OANDA:FR40EUR,7533.3,7580.5,7517.2,0.9511957853776862,6993.0,-524.0
50,2024-06-17 10:00:00,CAPITALCOM:DE40,18071.2,18104.6,18008.1,0.9727937802013876,2397.0,CAPITALCOM:UK100,8157.4,8163.9,8139.9,0.987117493789008,2775.0,CAPITALCOM:SP35,11021.2,11041.7,10947.7,0.9634465899898,2067.0,CAPITALCOM:US500,5433.6,5438.4,5425.4,1.0124596646335775,1668.0,OANDA:FR40EUR,7528.8,7543.5,7508.5,0.9493007213876922,4836.0,-540.0
51,2024-06-17 11:00:00,CAPITALCOM:DE40,18018.1,18052.1,18012.6,0.9736576411197796,1415.0,CAPITALCOM:UK100,8144.7,8151.4,8136.7,0.9861722111131308,1739.0,CAPITALCOM:SP35,10956.2,10967.7,10930.7,0.9612482853223596,1241.0,CAPITALCOM:US500,5427.9,5430.4,5426.6,1.0126088821740995,1176.0,OANDA:FR40EUR,7513.0,7525.0,7507.2,0.9495786641062246,2591.0,-547.0
52,2024-06-17 12:00:00,CAPITALCOM:DE40,18033.1,18036.6,17969.1,0.9724968280106902,1670.0,CAPITALCOM:UK100,8137.2,8142.9,8118.2,0.9868145185723808,1790.0,CAPITALCOM:SP35,10931.2,10931.2,10876.7,0.9610724209489644,1571.0,CAPITALCOM:US500,5429.1,5429.9,5422.9,1.0123290992856209,1156.0,OANDA:FR40EUR,7516.5,7520.0,7483.2,0.9499071418644904,3109.0,-552.0
53,2024-06-17 13:00:00,CAPITALCOM:DE40,18013.1,18055.4,18011.1,0.97472666900629,1381.0,CAPITALCOM:UK100,8143.9,8152.4,8139.4,0.9877719202569232,1528.0,CAPITALCOM:SP35,10930.2,10957.1,10922.7,0.9632619323977348,1086.0,CAPITALCOM:US500,5427.6,5432.1,5427.4,1.0129259694477086,736.0,OANDA:FR40EUR,7519.0,7543.5,7518.5,0.952686569049815,2691.0,-556.0
54,2024-06-17 14:00:00,CAPITALCOM:DE40,18052.9,18060.4,18006.4,0.9737818211267988,1409.0,CAPITALCOM:UK100,8150.9,8152.1,8126.9,0.986317639217112,1741.0,CAPITALCOM:SP35,10955.1,10957.6,10908.6,0.9611955260103408,1148.0,CAPITALCOM:US500,5430.9,5432.6,5423.9,1.012179881745099,1599.0,OANDA:FR40EUR,7540.5,7544.8,7517.5,0.9518906421740174,2881.0,-564.0
55,2024-06-17 15:00:00,CAPITALCOM:DE40,18034.9,18081.9,18034.9,0.974294738547094,1717.0,CAPITALCOM:UK100,8138.9,8149.9,8133.4,0.9857116887838576,3092.0,CAPITALCOM:SP35,10930.6,10972.1,10930.6,0.9615472547571312,1821.0,CAPITALCOM:US500,5426.9,5428.4,5419.8,1.0118254900863597,2428.0,OANDA:FR40EUR,7534.8,7562.5,7534.8,0.9521433173726832,4088.0,-569.0
56,2024-06-17 16:00:00,CAPITALCOM:DE40,18053.4,18075.9,18010.4,0.9756715168857816,2035.0,CAPITALCOM:UK100,8134.6,8138.8,8119.9,0.9862691631824516,3223.0,CAPITALCOM:SP35,10939.6,10951.9,10906.6,0.9629365833069536,1835.0,CAPITALCOM:US500,5424.4,5433.8,5422.7,1.0134482308395352,2761.0,OANDA:FR40EUR,7537.5,7571.2,7522.0,0.95635035943047,4478.0,-570.0
57,2024-06-17 17:00:00,CAPITALCOM:DE40,18071.9,18087.4,18059.4,0.975293577733985,1284.0,CAPITALCOM:UK100,8138.7,8146.4,8136.4,0.9864751863297582,1772.0,CAPITALCOM:SP35,10951.4,10961.9,10930.0,0.9613186310717176,842.0,CAPITALCOM:US500,5433.6,5444.5,5433.6,1.0149590584373194,2244.0,OANDA:FR40EUR,7569.5,7576.8,7566.0,0.9562871906308036,2210.0,-567.0
